tick,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2_a1_power,0.0,9.516678249858641e-2,4.658702062514684,5.248581596119717,6.053372100063426,4.753774711330457,5.299870306067139,2.9785873797512843,0.8217014775220259,1.047628534950177,1.271433030861015,1.9653899326233821,2.101199918806691,1.0829389337598627,1.2127609827716987,1.2516701796042227,4.997095959202326,4.564905537346422,5.561331048016387,4.202308224006931,2.609511906628545,1.373372927835672,1.3319675296791316,1.9653899326233821,1.6635953124440312,2.8406057918260323,1.8867838415773752,1.7115807231580522,0.7085346025285326,2.331274378089254,2.101199918806691,2.9436824160587776,3.380918592015884,2.0735529083594044,1.480621024948837,2.331274378089254,1.9127483950873605,1.3115806280913347,1.5027194842665732,0.962728768775481,1.047628534950177,1.0130941572774919,1.1190339761636263,0.6951663810020484,1.4156276380143742,0.7923578190101637,0.22558052147813076,0.5742045262201245,0.9961152818496871,2.577559056678042,3.2678118945874126,4.071450043069581,2.806789413339595,2.12909159147356,4.658702062514684,2.157229004167146,0.5385747383786627,10.367913106768924,6.693129134807485,2.2722576113513493,4.11476298022006,3.7767396695522386,1.174666608133025,3.2678118945874126,4.850132106250821,5.248581596119717,4.658702062514684,0.36415063400110653,0.42056341191371116,1.3115806280913347,7.376444667094216,3.695230145719812,4.202308224006931,2.0461494823245645,6.693129134807485,3.0849556269734713,3.695230145719812,6.633191022603916,5.096702942633878,4.518483126612271,2.577559056678042,0.9793271782847285,3.4191927808115348,3.0849556269734713,4.335940680509055,2.0189885628950375,2.9785873797512843,2.9090512153784887,1.3115806280913347,2.6742076391593024,1.5475738652542257,1.3319675296791316,1.4370761796298723,2.7732424866368377,2.609511906628545,1.5475738652542257,3.6549189014395367,4.2465426862575955,1.7852752470911293,1.8103021083939062,4.850132106250821
2_a1_rotation,0.0,7.6171875e-2,0.2890625,0.30078125,0.3154296875,0.291015625,0.3017578125,0.2490234375,0.162109375,0.17578125,0.1875,0.216796875,0.2216796875,0.177734375,0.1845703125,0.1865234375,0.2958984375,0.287109375,0.306640625,0.279296875,0.23828125,0.1923828125,0.1904296875,0.216796875,0.205078125,0.2451171875,0.2138671875,0.20703125,0.154296875,0.2294921875,0.2216796875,0.248046875,0.259765625,0.220703125,0.197265625,0.2294921875,0.21484375,0.189453125,0.1982421875,0.1708984375,0.17578125,0.173828125,0.1796875,0.1533203125,0.1943359375,0.16015625,0.1015625,0.138671875,0.1728515625,0.2373046875,0.2568359375,0.2763671875,0.244140625,0.22265625,0.2890625,0.2236328125,0.1357421875,0.3828125,0.326171875,0.2275390625,0.27734375,0.26953125,0.1826171875,0.2568359375,0.29296875,0.30078125,0.2890625,0.119140625,0.125,0.189453125,0.3369140625,0.267578125,0.279296875,0.2197265625,0.326171875,0.251953125,0.267578125,0.3251953125,0.2978515625,0.2861328125,0.2373046875,0.171875,0.2607421875,0.251953125,0.2822265625,0.21875,0.2490234375,0.2470703125,0.189453125,0.240234375,0.2001953125,0.1904296875,0.1953125,0.2431640625,0.23828125,0.2001953125,0.2666015625,0.2802734375,0.2099609375,0.2109375,0.29296875
2_a2_power,0.0,7.485125177858776e-2,8.036646445742301,8.592304884281809,8.451064366850202,9.472914270021134,4.658362657330501,4.8581082279939345,4.367924070033955,10.751535159942854,11.3427214798889,11.550004729597676,9.792178668247258,7.1856841212232645,2.4523559501420586,2.739963933910626,10.207637776753922,6.5143904497172285,6.281061731425893,7.4407737655646455,7.768034633088694,9.640805713095212,10.920124278053015,11.14138853086619,9.894427634556608,4.335940680509055,3.81794010471866,6.5143904497172285,6.109769615829433,8.451064366850202,6.5143904497172285,9.099027465848991,8.381028279601416,4.801792276623997,5.299870306067139,5.831252575973203,6.338862552081309,9.94595431866928,6.875107708144718,2.609511906628545,3.3429310999180704,3.0492229074014965,3.81794010471866,3.380918592015884,2.609511906628545,11.033924259680413,10.695898878933585,6.633191022603916,5.776584940658427,9.690997566502338,3.7358367091550004,5.776584940658427,5.997322716001935,11.585136523900298,4.381106368124121,8.242119059002214,9.843169317982111,9.94595431866928,8.95227180930901,3.8594390924613986,2.4832676384004198,5.668276820228261,8.451064366850202,6.998241065712989,6.687615734536256,4.319543666065478,10.207637776753922,4.564905537346422,9.3973328650642,5.106986888102121,11.14138853086619,4.382031932527529,4.8220203968244055,4.751561981690841,4.340089060937642,6.481843978549129,4.537982643367502,5.40379580500058,4.476870745844006,9.590878723733592,7.968922254797497,4.760244990195971,11.174534484527223,4.625512205207027,4.3263607641358375,6.687615734536256,6.52682202693548,6.053372100063426,4.432418643104265,3.3333333333333335,7.901579607578384,4.8581082279939345,4.499539336304509,5.188678147313946,3.3333333333333335,4.708674952423917,7.570551804118478,6.5494707988302565,9.997750071018661,4.666661355572713,4.360917836104684
2_a2_rotation,0.0,7.03125e-2,0.3466796875,0.3544921875,0.3525390625,0.3662109375,0.46875,0.4912109375,0.431640625,0.3896484375,0.40234375,0.408203125,0.3720703125,0.333984375,0.2333984375,0.2421875,0.3798828125,0.3232421875,0.3193359375,0.337890625,0.3427734375,0.369140625,0.392578125,0.396484375,0.3740234375,0.2822265625,0.2705078125,0.3232421875,0.31640625,0.3525390625,0.3232421875,0.361328125,0.3515625,0.2919921875,0.3017578125,0.3115234375,0.3203125,0.375,0.3291015625,0.23828125,0.2587890625,0.2509765625,0.2705078125,0.259765625,0.23828125,0.39453125,0.388671875,0.3251953125,0.310546875,0.3701171875,0.2685546875,0.310546875,0.314453125,0.4091796875,0.283203125,0.349609375,0.373046875,0.375,0.359375,0.271484375,0.234375,0.30859375,0.3525390625,0.3310546875,0.4208984375,0.4248046875,0.3798828125,0.287109375,0.365234375,0.5166015625,0.396484375,0.43359375,0.4873046875,0.4794921875,0.427734375,0.412109375,0.4541015625,0.5439453125,0.4462890625,0.3681640625,0.345703125,0.48046875,0.3974609375,0.46484375,0.42578125,0.4208984375,0.4140625,0.3154296875,0.4404296875,0.5693359375,0.3447265625,0.4912109375,0.44921875,0.5244140625,0.564453125,0.474609375,0.33984375,0.4150390625,0.3759765625,0.4697265625,0.4306640625
1_a1_power,0.0,0.6689365073023991,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,5.283535819102609,4.609292577228332,4.469380349995404,4.708674952423917,5.392664310233766,5.209485559929586,5.027729450113886,5.209485559929586,5.392664310233766,0.0,5.262183427792024,0.0,5.315858964860538,4.998627868164857,5.067056241853186,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,5.4149673410723755,3.3333333333333335,0.0,4.979413121818376,11.411150472685257,10.42188663015916,10.15475874447238,6.5494707988302565,11.241316633720809,9.099027465848991,6.6643221902502665,5.337604939914009,5.1170644410872965,5.13733391997727,0.0,5.337604939914009,6.5494707988302565,5.240987463554411,5.13733391997727,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,5.4149673410723755,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,3.3333333333333335
1_a1_rotation,0.0,0.1513671875,0.5703125,0.5908203125,0.640625,0.6220703125,0.64453125,0.7197265625,0.626953125,0.654296875,0.6337890625,0.5771484375,0.5673828125,0.533203125,0.462890625,0.4453125,0.474609375,0.54296875,0.5263671875,0.5087890625,0.5263671875,0.54296875,0.5771484375,0.53125,0.587890625,0.5361328125,0.505859375,0.5126953125,0.5947265625,0.5703125,0.6201171875,0.6201171875,0.5810546875,0.5791015625,0.544921875,0.5654296875,0.5771484375,0.50390625,0.404296875,0.3837890625,0.37890625,0.4150390625,0.3994140625,0.361328125,0.419921875,0.5380859375,0.517578125,0.51953125,0.5810546875,0.5380859375,0.4150390625,0.529296875,0.51953125,0.560546875,0.599609375,0.6337890625,0.6650390625,0.6494140625,0.6181640625,0.5703125,0.544921875,0.5771484375,0.6064453125,0.5947265625,0.6923828125,0.6630859375,0.5703125,0.5791015625,0.5859375,0.654296875,0.76953125,0.7197265625,0.62890625,0.6630859375,0.7314453125,0.6767578125,0.6923828125,0.7021484375,0.658203125,0.611328125,0.5771484375,0.6630859375,0.7021484375,0.7041015625,0.7197265625,0.7041015625,0.6787109375,0.7060546875,0.7041015625,0.712890625,0.6767578125,0.642578125,0.6201171875,0.7021484375,0.6748046875,0.671875,0.6015625,0.611328125,0.556640625,0.642578125,0.5673828125
1_a2_power,0.0,1.0651861928093274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,5.315858964860538,3.3333333333333335,4.830988367148129,4.577261641939361,4.6500984650602675,4.9133261939911534,4.9133261939911534,5.047317651719599,6.618059121800031,10.530660501208681,4.979413121818376,5.047317651719599,4.3962674671174256,4.960346751151406,5.262183427792024,4.9133261939911534,4.960346751151406,5.262183427792024,5.315858964860538,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,5.240987463554411,4.432418643104265,11.411150472685257,9.792178668247258,3.496605559724881,3.695230145719812,3.496605559724881,5.776584940658427,6.504279837299521,4.813088298334052,5.240987463554411,5.067056241853186,4.876368812327751,4.786506514988796,6.504279837299521,5.047317651719599,5.13733391997727,4.9133261939911534,0.0,3.3333333333333335,4.876368812327751,5.437430824680686,3.3333333333333335,3.3333333333333335,5.0969473635735625,3.3333333333333335,0.0,4.960346751151406,3.3333333333333335,5.283535819102609,5.4942952886596,4.998627868164857,5.1170644410872965,5.262183427792024,0.0,5.359509354888818,4.998627868164857,3.3333333333333335,0.0,0.0,3.3333333333333335,0.0,0.0,4.6500984650602675,4.432418643104265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,5.437430824680686
1_a2_rotation,0.0,0.1767578125,0.615234375,0.6337890625,0.671875,0.626953125,0.642578125,0.6494140625,0.642578125,0.611328125,0.5673828125,0.5361328125,0.5703125,0.48828125,0.458984375,0.4677734375,0.4970703125,0.4970703125,0.5107421875,0.41796875,0.3857421875,0.50390625,0.5107421875,0.435546875,0.501953125,0.53125,0.4970703125,0.501953125,0.53125,0.5361328125,0.5927734375,0.65625,0.59765625,0.5810546875,0.5654296875,0.5927734375,0.529296875,0.4404296875,0.404296875,0.3720703125,0.2626953125,0.267578125,0.2626953125,0.310546875,0.4130859375,0.486328125,0.529296875,0.5126953125,0.4931640625,0.4833984375,0.4130859375,0.5107421875,0.51953125,0.4970703125,0.5771484375,0.5673828125,0.4931640625,0.546875,0.572265625,0.560546875,0.515625,0.556640625,0.626953125,0.501953125,0.5537109375,0.533203125,0.5517578125,0.505859375,0.517578125,0.53125,0.73828125,0.5400390625,0.505859375,0.556640625,0.7294921875,0.626953125,0.556640625,0.59765625,0.5791015625,0.4677734375,0.4404296875,0.6201171875,0.6923828125,0.712890625,0.658203125,0.64453125,0.7294921875,0.6953125,0.7021484375,0.708984375,0.6767578125,0.5927734375,0.6044921875,0.669921875,0.6201171875,0.6181640625,0.5927734375,0.6015625,0.5634765625,0.6748046875,0.546875
2_a3_power,0.0,4.551882925013832e-2,7.570551804118478,7.834617426277828,10.695898878933585,7.2489009227306616,5.146998992210221,10.530660501208681,9.322154559975658,10.863647158804033,10.920124278053015,8.807102684871339,9.590878723733592,5.299870306067139,5.146998992210221,5.3514920584191925,1.861055327829894,1.174666608133025,1.1008878356089173,1.6874743091483289,3.0492229074014965,2.2431264604795493,1.6874743091483289,3.7358367091550004,6.633191022603916,8.311380202921134,11.241316633720809,3.985738149218872,7.376444667094216,6.875107708144718,8.879489469480953,8.735110377673033,7.312487412085265,4.997095959202326,3.4577547441121546,6.693129134807485,3.9012377105875906,3.9012377105875906,1.2127609827716987,0.7220731175823034,0.3465335730490174,1.835561776037783,2.3611621495696284,2.6742076391593024,3.013767184263146,2.0189885628950375,1.570331942538412,1.861055327829894,5.403447930983007,4.291086479155926,3.9012377105875906,4.564905537346422,3.4577547441121546,2.6742076391593024,4.3263607641358375,4.374962078212422,8.663511470078902,10.42188663015916,5.722260048012491,4.367924070033955,9.322154559975658,5.668276820228261,10.807451019666823,11.515040628504792,5.831252575973203,8.807102684871339,7.060355270521565,6.397016893476913,2.12909159147356,4.947782869732849,11.376853132632029,3.3333333333333335,10.04981559230328,4.5071615737210475,3.3333333333333335,4.491950167111117,11.3427214798889,9.94595431866928,10.530660501208681,11.14138853086619,5.508366347974469,7.4407737655646455,9.541215897718951,8.381028279601416,5.146998992210221,3.6549189014395367,5.337604939914009,5.315858964860538,6.5494707988302565,2.2431264604795493,4.609292577228332,10.367913106768924,4.609292577228332,9.894427634556608,8.663511470078902,6.5143904497172285,10.42188663015916,11.274953631613215,6.998241065712989,9.3973328650642,3.695230145719812
2_a3_rotation,0.0,5.95703125e-2,0.33984375,0.34375,0.388671875,0.3349609375,0.298828125,0.3857421875,0.3642578125,0.3916015625,0.392578125,0.357421875,0.3681640625,0.3017578125,0.298828125,0.302734375,0.212890625,0.1826171875,0.1787109375,0.2060546875,0.2509765625,0.2265625,0.2060546875,0.2685546875,0.3251953125,0.3505859375,0.3994140625,0.2744140625,0.3369140625,0.3291015625,0.3583984375,0.3564453125,0.3359375,0.2958984375,0.26171875,0.326171875,0.2724609375,0.2724609375,0.1845703125,0.1552734375,0.1171875,0.2119140625,0.23046875,0.240234375,0.25,0.21875,0.201171875,0.212890625,0.3037109375,0.28125,0.2724609375,0.287109375,0.26171875,0.240234375,0.42578125,0.4326171875,0.35546875,0.3837890625,0.3095703125,0.431640625,0.3642578125,0.30859375,0.390625,0.4072265625,0.3115234375,0.357421875,0.33203125,0.3212890625,0.22265625,0.294921875,0.4033203125,0.564453125,0.376953125,0.4501953125,0.5546875,0.4482421875,0.40234375,0.375,0.3857421875,0.396484375,0.3056640625,0.337890625,0.3671875,0.3515625,0.298828125,0.2666015625,0.5380859375,0.5361328125,0.4150390625,0.2265625,0.462890625,0.3828125,0.462890625,0.3740234375,0.35546875,0.3232421875,0.3837890625,0.400390625,0.3310546875,0.365234375,0.267578125
