Ветер,Солнце,Больницы,Заводы,Офисы,Дома А,Дома Б
10.135534799315515,0.0,4.9329817191506065,5.184537242520722,3.5447376346986164,2.191878702525321,2.99250761256524
8.085738052661648,0.0,5.224222968712213,5.03211979062335,3.5555875715073517,2.2656883433203694,3.071367843532358
7.154726573888148,0.0,4.979699941192618,4.9365509527459945,3.9104602768725605,2.0913446835900715,2.7133530626946216
7.194618369765735,0.0,4.693950813568703,4.862941619212043,3.9158273895308175,2.3943279237404913,3.047401432312057
7.107026291093807,0.0,4.90129470101907,4.9652208623881515,3.886499216458889,2.2066529115981246,2.9652440650167744
7.064780645384498,0.0,4.53987441336762,4.794325730012844,3.7453184502681047,2.658388135308824,3.236780617561643
7.681977887154176,0.0,4.276801577754101,4.999378520578594,3.915207718600927,2.5096670081727677,2.927473013774562
8.541864953262358,0.0,4.43066050330971,5.172559895586843,4.228336674997122,2.5747330052912436,3.0670715638073136
9.58753140134812,0.0,4.240068937973686,4.928327752964483,3.982942860507997,2.743252369375904,3.266213253619531
9.129573856060864,0.0,4.044951773524002,5.15819821919167,4.243331007851571,2.756215532995572,3.2154787441967256
9.53996199564598,0.0,3.8691617029956045,5.326909485297424,4.470005827308359,3.340322195754128,3.440158796976411
9.96528429286617,0.0,4.093893942778103,5.421472983925223,4.58643333994492,3.3729315151499026,3.7110246870548185
10.491041025995425,0.8974262012469795,4.212556193404364,5.352344462574467,4.635995202587159,3.915629183370762,4.450581718878229
12.566285489851023,1.4611749146739537,4.234896141655302,5.140881440376495,5.066119263431591,3.8471487039940993,4.16650856454617
11.601786068599313,2.2561598960671607,4.220634018313168,5.266464639481751,5.461520674410059,3.825007198884126,4.571702595191659
13.682757934024025,2.708102443446314,4.534290827680878,5.409939371042863,5.610608074812741,4.032109970742913,4.190498383261856
12.640111387306085,3.341400155188817,4.345417888771207,5.343987532014585,5.466277763600581,4.052860770204974,4.10018344529315
13.035925232258045,3.8056865927308205,4.305394508827346,5.15411167374869,5.891016131527374,3.575009907474918,3.9709353290077405
13.527534044738315,4.531042333826108,4.432900502172448,5.1623240759084155,5.515895374427345,3.2864958346290947,3.690655400091871
13.334944865673945,5.415743764824169,4.917933055190983,5.028708701767335,5.708830738241566,3.4301908773063876,3.4202251786838795
13.701434295489731,6.320943109075517,4.947672739867017,5.144928853860174,6.049212781559951,3.3018548274505273,3.4584989434418283
13.21625413838322,7.2425296299808215,4.842722552466456,4.309694915792521,5.629345803938004,2.8977755448521085,3.307403853849946
12.724912725381031,8.152110803356061,4.532824535531115,4.518554903121094,5.896883803065644,3.2512975941222466,3.408065251517998
12.295355568469622,9.055314878716034,4.707654782445474,6.0135356883506415,5.91696128427631,2.7956791304933506,3.616212439031781
12.146483953765038,9.959435416058119,4.660203934568699,6.745440298687252,5.5994218251436765,3.0415577904809235,3.639442139258452
11.75134802401383,10.857826866357891,4.893610209762279,7.717925641239495,5.579891076384209,3.231628493580891,3.740779082554514
12.23954626496775,11.769558628623049,4.7077408125643245,7.579021288358144,5.851850003079141,3.5700119679790925,3.8832227473657968
11.796749231135745,12.655733689756367,4.73999476052376,7.445347032631349,5.331779611698402,3.7041390054128045,4.06097358272989
11.41268269424663,13.10068320692739,4.848906080996179,6.917408847274827,5.426281841355333,3.4970460721553045,4.680325229837819
9.418117144629853,13.380009730519367,4.882562737667209,6.411687168047104,5.121349162232075,3.934636945763594,4.614908722339303
8.481543537439004,13.574663855926877,4.722385913317309,5.781012219636155,4.865368744848207,4.329521592237337,4.9998250610574395
8.680333293807388,13.574967250624072,5.068272930023869,5.864665568993455,4.791296998854585,4.539675250178125,5.441270141846699
8.27393279471369,13.572814161689355,5.288944432586457,5.782976602151096,4.476347396239018,4.513078961110973,5.732613127065112
8.70985576086675,13.573045432225507,5.334780050575092,5.434996956421754,4.479084778059669,4.898958705514021,5.375567337126526
9.161304804204107,12.74633964938214,5.321931106123113,5.305613696099021,4.306540234810094,5.1527330525612065,5.518197131328128
8.741570620985485,11.748805166980487,5.163835730286298,5.23299867943061,4.134893362703955,5.1600689162973365,5.795768875446144
8.472536514903263,9.953597219724719,5.086601720323807,4.9828337366894235,4.396949827285557,5.503473626907251,5.857994512757069
8.89153671935379,9.50575104674021,5.24514274475108,5.384554499381118,4.631937838504621,5.416866973316395,5.555212531880945
9.318988474727101,8.85424888928109,4.954766141876022,5.119559574412164,4.585845756771684,5.31587837701889,5.206969241955541
9.824499437460183,8.150334135503995,4.558055252977991,5.341158933108333,4.2494233837709725,5.377757318267667,5.106710517775576
9.491016749379714,7.24941098456248,4.827703880785448,4.910065085686941,3.634108534733996,4.171212615655668,5.251941870921979
8.713653957176906,6.343664512583642,4.44580885542257,5.011769881206139,3.6597891297860308,4.223977697326432,4.596559325487084
7.912314114725898,5.419408325233569,4.477667410894104,5.119858318793295,3.9545111679348355,3.022827045090707,3.330350386660931
6.969241738289566,4.535177149131535,4.53952659689565,4.912139219486976,3.5782288793590364,2.7091981588879963,2.7727433091729146
7.214512681107765,3.891594752448787,4.444227972506219,5.400045524923272,3.856301488985453,2.374247418845224,2.987595558687104
7.6845157584144115,1.808170222039685,4.553006227697244,5.008905371559823,3.5693642653098028,2.0970770103774847,2.554171970026969
8.02422834831402,1.0855685441996965,4.409390958538143,4.970497037667941,3.823188677027023,2.3069074567815324,2.678770685491029
7.435239960949103,0.353064557556116,4.317409693299821,4.980421892140388,3.727539128735699,2.1900948834325176,2.4159659621801404
7.916134010593966,0.0,4.528785015656644,5.065779744149924,3.6942715704742657,1.7583765404587663,2.422494909698508
7.458994621871569,0.0,4.683010668552011,5.1515507989464195,3.30073186730941,2.0724280559922783,2.9173639151756845
7.8777438003686635,0.0,4.712291812301454,5.239596792578778,3.2930098262396945,1.9628473804583155,2.896538955789879
5.830495019423578,0.0,4.4586658319171955,5.023865616048478,3.985880983870822,2.283220709842776,2.7844559736192904
4.884345184774199,0.0,4.324547325205956,4.983638205966519,3.580957487173027,2.377840020402605,2.945684100269601
2.8498766310351855,0.0,4.4502740664125255,5.2554657481525195,3.5813142008881513,2.174011482015566,2.7503074741849893
1.7575729885955473,0.0,4.236312509817884,5.190747859351796,3.3761026381011385,2.226341705709392,3.237275597927528
2.4418810124923027,0.0,4.376541703616656,4.905028794256616,3.559340179182181,2.8234520233859453,3.386434287789205
3.3162924771496005,0.0,4.3977973273109106,4.987504351205117,3.6425130741473923,2.517664560992016,3.26037837660298
4.3964306989519715,0.0,4.19829996881651,5.227966397661324,3.7374097367359007,3.248916364263107,3.4504982071771386
5.136306746811727,0.0,4.359685722117577,5.30495946611023,4.004244602938292,3.202836683204883,3.931055997848059
4.436039358153685,0.0,4.312763686780831,5.324825947116911,4.2846671811172214,3.4852943757089667,4.271799816937695
3.441407235821483,0.9093877555692701,5.053063364201468,4.843850285232981,4.81866209654727,3.576481258353912,4.265330809185667
2.815904461533165,1.438983414034976,5.033758048838267,4.87855325273811,4.9869847341600515,3.7269584595191896,4.781605605737714
3.53954889698763,2.256911380295188,5.125023867325706,4.7926959237961295,4.933982828958521,3.6657931451438928,4.520598053761205
4.461462842919385,2.709349592216832,4.904691333381185,5.111975614261021,5.300087159131978,3.742583696117929,4.485226559407505
2.5285753753244666,3.336707615326185,5.107828464007692,4.936896475294457,5.410994584507884,3.7666231042525027,4.1716633473408455
1.6209411269060563,3.7975177823588417,4.705495831758743,4.782578779185989,5.436498605585847,3.7362719137615437,4.3984584794592365
1.8302564527907255,4.535752484188812,4.395986625486281,4.456693717475627,5.919412410980252,3.2626061507044035,3.854908316840949
2.276352832578888,5.430202150796826,4.6958853995560785,4.328148456150689,6.0340461056332755,3.402889894939193,3.4277179936460223
1.8166049563642448,6.316288241670604,4.48671581887979,4.245220566106324,6.060266084483691,3.158192880348961,3.67337705306854
2.368365180518044,7.240779261037547,4.39957149356923,3.9061173517363943,5.813496128604298,3.1582702754886465,3.757249777043682
2.8109734985119363,8.142239238344374,4.471231312966547,5.540623531466446,5.620634637922782,3.2511570258545395,3.7009488183437593
3.48833900718377,9.049423237794397,4.344503923430099,6.379161030231794,5.115292345668352,3.2484848924278267,3.6127485397865184
4.376573681482313,10.148719775620329,4.591816412534863,7.026261921985137,5.07010008741886,3.3402256357611666,3.8758917995204594
5.321092489107172,11.191179263828902,4.490047140029561,6.931497368354481,4.7542658250594325,3.8525261700842166,3.846817713263979
5.992440643916066,12.222054026996078,4.4463447118610215,7.389299223236498,4.748621155401319,3.8193731295700273,3.783163910298995
6.860167852711686,13.29909441190751,4.349232802458281,7.705382451066605,4.758566022232346,4.25158878249857,3.8504570052514517
5.835664345400225,13.905960004580646,4.432547923111788,7.981737663575101,4.685473924767921,4.198659678683218,4.203912293956598
5.351862415381291,14.311013876276297,4.4509659087212645,7.998773056904978,4.639245035479194,4.369033685510794,4.660906975534845
4.783024333082483,14.5,4.393093895660589,7.695741190911589,4.344067166626759,4.530507467118042,4.426041710294779
4.380203714673404,14.371732500831051,4.146418323707536,7.569826392938995,4.32853898293233,4.581207136078671,4.86311041147991
4.894543173064797,14.24713310687763,4.0802281016769015,7.143488112971963,4.0719794007392744,4.977388439375621,5.184062026278331
4.16355041485554,14.103755842700457,3.8815809634111145,6.397817971915217,4.4268394322018905,5.013298784594801,5.035512526024009
3.2954774622372183,13.138907881555975,3.8252597136578825,6.075599743221843,4.430128468095391,5.118532413353975,5.336702961986887
4.314790524399301,11.984055854115192,3.7033107921008246,5.958674083798012,4.489156356076864,5.469873041372081,5.646847052892937
6.390407631852108,10.153787943324954,3.7250606937102035,5.334695267493498,4.23970357897849,5.4577713447109675,5.665137007500939
5.40961657211764,9.793816931359414,3.879768432452077,5.108031605054146,4.147163371176727,5.353778646449051,5.876097942949386
4.933711157317676,9.225014337330954,3.7049108481129718,5.260516211403084,4.5644629525487606,5.275525117363317,5.884647316402975
4.433217683794304,8.537340066520423,4.102291042259048,5.3281277475254845,4.192791836789577,4.391526888520548,5.426786073672637
5.158063235815748,7.683502449273094,3.96780351129319,5.22101423035695,4.217204426956382,4.112191314796984,4.713782332662572
4.398454616537775,6.769041166255161,3.9430116741809034,5.19071925523852,4.0043625268473875,3.797405997312785,4.9161854103921705
5.397246960427076,5.798537043516527,4.19786001101002,5.073028647180626,3.6506565839455485,2.993916387600928,4.6233886861745255
3.4516045451830477,4.7843063931476,3.860193018164569,5.176709039174755,4.003839839886994,2.691590327826659,3.1308041494298386
4.383727435771319,4.081796271817911,4.016707384786471,5.031407462994953,3.5244491396831514,2.2102749317643213,2.930095995509777
4.103356211144718,1.883695057990242,3.970978822686832,5.10008367065113,3.834324693769604,2.29051212611513,2.9446168586259134
4.4454034371636135,1.1081180705419424,3.9448516719873017,4.810301595801961,3.850842837174826,2.2835078506487507,2.888920614440198
4.024547687070901,0.37508950323290924,4.626941296026395,4.774634577708133,3.350248547939953,1.89350224100279,2.7233049359624317
3.5295651022772336,0.0,4.867818711171324,5.021681233476885,3.8419129566978834,2.2580804026831,2.8625710425257185
3.8704808732877316,0.0,5.082972087857608,5.072368662629802,3.558073029141013,2.284353095183232,2.8548618008912676
3.8043490010385845,0.0,4.96118640765521,4.994929426512618,3.837809887709417,2.1837198045454755,2.7613201630125954
3.8171458755648042,0.0,4.967746280156859,5.108148634874499,3.834694267449262,2.039454604668152,2.6878983521512225
